STNAME,CTYNAME,POPESTIMATE2017
Kentucky,Anderson County,22544
Kentucky,Ballard County,8039
Kentucky,Barren County,43801
Kentucky,Bath County,12378
Kentucky,Bell County,26894
Kentucky,Boone County,130728
Kentucky,Bourbon County,20029
Kentucky,Boyd County,47979
Kentucky,Boyle County,29924
Kentucky,Bracken County,8267
Kentucky,Breathitt County,12946
Kentucky,Breckinridge County,20111
Kentucky,Bullitt County,80246
Kentucky,Butler County,12831
Kentucky,Caldwell County,12639
Kentucky,Calloway County,38919
Kentucky,Campbell County,92488
Kentucky,Carlisle County,4846
Kentucky,Carroll County,10713
Kentucky,Carter County,27144
Kentucky,Casey County,15750
Kentucky,Christian County,70416
Kentucky,Clark County,36046
Kentucky,Clay County,20366
Kentucky,Clinton County,10276
Kentucky,Crittenden County,9084
Kentucky,Cumberland County,6706
Kentucky,Daviess County,100374
Kentucky,Edmonson County,12226
Kentucky,Elliott County,7523
Kentucky,Estill County,14277
Kentucky,Fayette County,321959
Kentucky,Fleming County,14446
Kentucky,Floyd County,36271
Kentucky,Franklin County,50485
Kentucky,Fulton County,6192
Kentucky,Gallatin County,8776
Kentucky,Garrard County,17523
Kentucky,Grant County,24984
Kentucky,Graves County,37121
Kentucky,Grayson County,26358
Kentucky,Green County,11065
Kentucky,Greenup County,35518
Kentucky,Hancock County,8801
Kentucky,Hardin County,108071
Kentucky,Harlan County,26713
Kentucky,Harrison County,18781
Kentucky,Hart County,18757
Kentucky,Henderson County,45928
Kentucky,Henry County,16006
Kentucky,Hickman County,4520
Kentucky,Hopkins County,45547
Kentucky,Jackson County,13431
Kentucky,Jefferson County,771158
Kentucky,Jessamine County,53375
Kentucky,Johnson County,22594
Kentucky,Kenton County,165399
Kentucky,Knott County,15291
Kentucky,Knox County,31227
Kentucky,Larue County,14205
Kentucky,Laurel County,60174
Kentucky,Lawrence County,15719
Kentucky,Lee County,6570
Kentucky,Leslie County,10334
Kentucky,Letcher County,22339
Kentucky,Lewis County,13339
Kentucky,Lincoln County,24456
Kentucky,Livingston County,9269
Kentucky,Logan County,27060
Kentucky,Lyon County,8082
Kentucky,McCracken County,65385
Kentucky,McCreary County,17465
Kentucky,McLean County,9201
Kentucky,Madison County,91226
Kentucky,Magoffin County,12538
Kentucky,Marion County,19395
Kentucky,Marshall County,31382
Kentucky,Martin County,11452
Kentucky,Mason County,17174
Kentucky,Meade County,28154
Kentucky,Menifee County,6455
Kentucky,Mercer County,21521
Kentucky,Metcalfe County,10107
Kentucky,Monroe County,10659
Kentucky,Montgomery County,27928
Kentucky,Morgan County,13188
Kentucky,Muhlenberg County,30816
Kentucky,Nelson County,45640
Kentucky,Nicholas County,7130
Kentucky,Ohio County,24182
Kentucky,Oldham County,66415
Kentucky,Owen County,10765
Kentucky,Owsley County,4435
Kentucky,Pendleton County,14573
Kentucky,Perry County,26553
Kentucky,Pike County,58883
Kentucky,Powell County,12374
Kentucky,Pulaski County,64449
Kentucky,Robertson County,2134
Kentucky,Rockcastle County,16698
Kentucky,Rowan County,24517
Kentucky,Russell County,17775
Kentucky,Scott County,54873
Kentucky,Shelby County,47421
Kentucky,Simpson County,18108
Kentucky,Spencer County,18507
Kentucky,Taylor County,25472
Kentucky,Todd County,12243
Kentucky,Trigg County,14444
Kentucky,Trimble County,8561
Kentucky,Union County,14668
Kentucky,Warren County,128845
Kentucky,Washington County,12126
Kentucky,Wayne County,20716
Kentucky,Webster County,13018
Kentucky,Whitley County,36214
Kentucky,Wolfe County,7264
Kentucky,Woodford County,26368
Louisiana,Acadia Parish,62590
Louisiana,Allen Parish,25621
Louisiana,Ascension Parish,122948
Louisiana,Assumption Parish,22526
Louisiana,Avoyelles Parish,40980
Louisiana,Beauregard Parish,36928
Louisiana,Bienville Parish,13638
Louisiana,Bossier Parish,127634
Louisiana,Caddo Parish,246581
Louisiana,Calcasieu Parish,202445
Louisiana,Caldwell Parish,9950
Louisiana,Cameron Parish,6912
Louisiana,Catahoula Parish,9875
Louisiana,Claiborne Parish,15969
Louisiana,Concordia Parish,19866
Louisiana,De Soto Parish,27340
Louisiana,East Baton Rouge Parish,446268
Louisiana,East Carroll Parish,7126
Louisiana,East Feliciana Parish,19412
Louisiana,Evangeline Parish,33708
Louisiana,Franklin Parish,20260
Louisiana,Grant Parish,22336
Louisiana,Iberia Parish,72176
Louisiana,Iberville Parish,33027
Louisiana,Jackson Parish,15846
Louisiana,Jefferson Parish,439036
Louisiana,Jefferson Davis Parish,31477
Louisiana,Lafayette Parish,242485
Louisiana,Lafourche Parish,98426
Louisiana,LaSalle Parish,14933
Louisiana,Lincoln Parish,47744
Louisiana,Livingston Parish,138228
Louisiana,Madison Parish,11316
Louisiana,Morehouse Parish,25641
Louisiana,Natchitoches Parish,39021
Louisiana,Orleans Parish,393292
Louisiana,Ouachita Parish,155874
Louisiana,Plaquemines Parish,23348
Louisiana,Pointe Coupee Parish,22268
Louisiana,Rapides Parish,131648
Louisiana,Red River Parish,8536
Louisiana,Richland Parish,20411
Louisiana,Sabine Parish,24018
Louisiana,St. Bernard Parish,46202
Louisiana,St. Charles Parish,52749
Louisiana,St. Helena Parish,10363
Louisiana,St. James Parish,21367
Louisiana,St. John the Baptist Parish,43441
Louisiana,St. Landry Parish,83497
Louisiana,St. Martin Parish,54171
Louisiana,St. Mary Parish,50973
Louisiana,St. Tammany Parish,256327
Louisiana,Tangipahoa Parish,132497
Louisiana,Tensas Parish,4615
Louisiana,Terrebonne Parish,112086
Louisiana,Union Parish,22571
Louisiana,Vermilion Parish,60136
Louisiana,Vernon Parish,50726
Louisiana,Washington Parish,46633
Louisiana,Webster Parish,39378
Louisiana,West Baton Rouge Parish,26265
Louisiana,West Carroll Parish,10981
Louisiana,West Feliciana Parish,15380
Louisiana,Winn Parish,14311
Maine,Androscoggin County,107651
Maine,Aroostook County,67653
Maine,Cumberland County,292500
Maine,Franklin County,29988
Maine,Hancock County,54497
Maine,Kennebec County,121821
Maine,Knox County,39790
Maine,Lincoln County,34204
Maine,Oxford County,57439
Maine,Penobscot County,151957
Maine,Piscataquis County,16773
Maine,Sagadahoc County,35392
Maine,Somerset County,50626
Maine,Waldo County,39832
Maine,Washington County,31593
Maine,York County,204191
Maryland,Allegany County,71615
Maryland,Anne Arundel County,573235
Maryland,Baltimore County,832468
Maryland,Calvert County,91502
Maryland,Caroline County,33193
Maryland,Carroll County,167781
Maryland,Cecil County,102746
Maryland,Charles County,159700
Maryland,Dorchester County,32162
Maryland,Frederick County,252022
Maryland,Garrett County,29233
Maryland,Harford County,252160
Maryland,Howard County,321113
Maryland,Kent County,19384
Maryland,Montgomery County,1058810
Maryland,Prince George's County,912756
Maryland,Queen Anne's County,49770
Maryland,St. Mary's County,112667
Maryland,Somerset County,25918
Maryland,Talbot County,37103
Maryland,Washington County,150578
Maryland,Wicomico County,102923
Maryland,Worcester County,51690
Maryland,Baltimore city,611648
Massachusetts,Barnstable County,213444
Massachusetts,Berkshire County,126313
Massachusetts,Bristol County,561483
Massachusetts,Dukes County,17325
Massachusetts,Essex County,785205
Massachusetts,Franklin County,70702
Massachusetts,Hampden County,469818
Massachusetts,Hampshire County,161834
Massachusetts,Middlesex County,1602947
Massachusetts,Nantucket County,11229
Massachusetts,Norfolk County,700322
Massachusetts,Plymouth County,515142
Massachusetts,Suffolk County,797939
Massachusetts,Worcester County,826116
Michigan,Alcona County,10351
Michigan,Alger County,9121
Michigan,Allegan County,116447
Michigan,Alpena County,28462
Michigan,Antrim County,23292
Michigan,Arenac County,15045
Michigan,Baraga County,8441
Michigan,Barry County,60586
Michigan,Bay County,104239
Michigan,Benzie County,17573
Michigan,Berrien County,154259
Michigan,Branch County,43410
Michigan,Calhoun County,134128
Michigan,Cass County,51381
Michigan,Charlevoix County,26139
Michigan,Cheboygan County,25369
Michigan,Chippewa County,37711
Michigan,Clare County,30653
Michigan,Clinton County,78443
Michigan,Crawford County,13907
Michigan,Delta County,35965
Michigan,Dickinson County,25415
Michigan,Eaton County,109027
Michigan,Emmet County,33193
Michigan,Genesee County,407385
Michigan,Gladwin County,25234
Michigan,Gogebic County,15342
Michigan,Grand Traverse County,91807
Michigan,Gratiot County,41018
Michigan,Hillsdale County,45879
Michigan,Houghton County,36305
Michigan,Huron County,31280
Michigan,Ingham County,290186
Michigan,Ionia County,64291
Michigan,Iosco County,25162
Michigan,Iron County,11124
Michigan,Isabella County,71063
Michigan,Jackson County,158640
Michigan,Kalamazoo County,262985
Michigan,Kalkaska County,17634
Michigan,Kent County,648594
Michigan,Keweenaw County,2105
Michigan,Lake County,12013
Michigan,Lapeer County,88174
Michigan,Leelanau County,21657
Michigan,Lenawee County,98623
Michigan,Livingston County,189651
Michigan,Luce County,6358
Michigan,Mackinac County,10712
Michigan,Macomb County,871375
Michigan,Manistee County,24427
Michigan,Marquette County,66502
Michigan,Mason County,29073
Michigan,Mecosta County,43391
Michigan,Menominee County,23046
Michigan,Midland County,83411
Michigan,Missaukee County,14998
Michigan,Monroe County,149649
Michigan,Montcalm County,63550
Michigan,Montmorency County,9250
Michigan,Muskegon County,173693
Michigan,Newaygo County,48242
Michigan,Oakland County,1250836
Michigan,Oceana County,26442
Michigan,Ogemaw County,20981
Michigan,Ontonagon County,5881
Michigan,Osceola County,23260
Michigan,Oscoda County,8287
Michigan,Otsego County,24538
Michigan,Ottawa County,286383
Michigan,Presque Isle County,12791
Michigan,Roscommon County,23895
Michigan,Saginaw County,191934
Michigan,St. Clair County,159350
Michigan,St. Joseph County,60947
Michigan,Sanilac County,41269
Michigan,Schoolcraft County,8049
Michigan,Shiawassee County,68446
Michigan,Tuscola County,52764
Michigan,Van Buren County,75353
Michigan,Washtenaw County,367627
Michigan,Wayne County,1753616
Michigan,Wexford County,33276
Minnesota,Aitkin County,15829
Minnesota,Anoka County,351373
Minnesota,Becker County,34098
Minnesota,Beltrami County,46513
Minnesota,Benton County,39937
Minnesota,Big Stone County,5026
Minnesota,Blue Earth County,66973
Minnesota,Brown County,25194
Minnesota,Carlton County,35498
Minnesota,Carver County,102119
Minnesota,Cass County,29355
Minnesota,Chippewa County,11980
Minnesota,Chisago County,55308
Minnesota,Clay County,63569
Minnesota,Clearwater County,8878
Minnesota,Cook County,5398
Minnesota,Cottonwood County,11295
Minnesota,Crow Wing County,64424
Minnesota,Dakota County,421751
Minnesota,Dodge County,20762
Minnesota,Douglas County,37575
Minnesota,Faribault County,13784
Minnesota,Fillmore County,20980
Minnesota,Freeborn County,30535
Minnesota,Goodhue County,46304
Minnesota,Grant County,5941
Minnesota,Hennepin County,1252024
Minnesota,Houston County,18660
Minnesota,Hubbard County,21018
Minnesota,Isanti County,39582
Minnesota,Itasca County,45137
Minnesota,Jackson County,9946
Minnesota,Kanabec County,16024
Minnesota,Kandiyohi County,42743
Minnesota,Kittson County,4250
Minnesota,Koochiching County,12528
Minnesota,Lac qui Parle County,6685
Minnesota,Lake County,10524
Minnesota,Lake of the Woods County,3744
Minnesota,Le Sueur County,28111
Minnesota,Lincoln County,5678
Minnesota,Lyon County,25831
Minnesota,McLeod County,35884
Minnesota,Mahnomen County,5596
Minnesota,Marshall County,9356
Minnesota,Martin County,19850
Minnesota,Meeker County,23131
Minnesota,Mille Lacs County,25872
Minnesota,Morrison County,33064
Minnesota,Mower County,39566
Minnesota,Murray County,8346
Minnesota,Nicollet County,33966
Minnesota,Nobles County,21944
Minnesota,Norman County,6597
Minnesota,Olmsted County,154930
Minnesota,Otter Tail County,58345
Minnesota,Pennington County,14238
Minnesota,Pine County,29203
Minnesota,Pipestone County,9087
Minnesota,Polk County,31619
Minnesota,Pope County,10970
Minnesota,Ramsey County,547974
Minnesota,Red Lake County,4030
Minnesota,Redwood County,15272
Minnesota,Renville County,14645
Minnesota,Rice County,65968
Minnesota,Rock County,9490
Minnesota,Roseau County,15327
Minnesota,St. Louis County,200000
Minnesota,Scott County,145827
Minnesota,Sherburne County,94570
Minnesota,Sibley County,14869
Minnesota,Stearns County,157822
Minnesota,Steele County,36887
Minnesota,Stevens County,9634
Minnesota,Swift County,9407
Minnesota,Todd County,24515
Minnesota,Traverse County,3319
Minnesota,Wabasha County,21608
Minnesota,Wadena County,13669
Minnesota,Waseca County,18787
Minnesota,Washington County,256348
Minnesota,Watonwan County,10840
Minnesota,Wilkin County,6324
Minnesota,Winona County,50873
Minnesota,Wright County,134286
Minnesota,Yellow Medicine County,9867
Mississippi,Adams County,31003
Mississippi,Alcorn County,37210
Mississippi,Amite County,12447
Mississippi,Attala County,18477
Mississippi,Benton County,8312
Mississippi,Bolivar County,31945
Mississippi,Calhoun County,14492
Mississippi,Carroll County,10139
Mississippi,Chickasaw County,17146
Mississippi,Choctaw County,8278
Mississippi,Claiborne County,8950
Mississippi,Clarke County,15828
Mississippi,Clay County,19640
Mississippi,Coahoma County,23154
Mississippi,Copiah County,28516
Mississippi,Covington County,19079
Mississippi,DeSoto County,178751
Mississippi,Forrest County,75471
Mississippi,Franklin County,7765
Mississippi,George County,24094
Mississippi,Greene County,13345
Mississippi,Grenada County,21087
Mississippi,Hancock County,47053
Mississippi,Harrison County,205027
Mississippi,Hinds County,239497
Mississippi,Holmes County,17739
Mississippi,Humphreys County,8342
Mississippi,Issaquena County,1339
Mississippi,Itawamba County,23508
Mississippi,Jackson County,142152
Mississippi,Jasper County,16582
Mississippi,Jefferson County,7262
Mississippi,Jefferson Davis County,11314
Mississippi,Jones County,67930
Mississippi,Kemper County,9883
Mississippi,Lafayette County,54374
Mississippi,Lamar County,61374
Mississippi,Lauderdale County,76155
Mississippi,Lawrence County,12643
Mississippi,Leake County,22715
Mississippi,Lee County,84933
Mississippi,Leflore County,29223
Mississippi,Lincoln County,34347
Mississippi,Lowndes County,59186
Mississippi,Madison County,104618
Mississippi,Marion County,25069
